wbakb8c54cc964089,2012,NaN,NaN,NaN,NaN,automatic,ca,37.0,48424.0,black,black,financial services remarketing (lease),42300.0,43000.0,2015-01-15 12:30:00+00:00
wbakb4c53cc576943,2012,BMW,7 Series,740Li,Sedan,automatic,ca,36.0,32509.0,white,black,financial services remarketing (lease),40000.0,40000.0,2014-12-18 20:30:00+00:00
wbakb8c50cc963182,2012,bmw,750li,750li,NaN,automatic,ca,37.0,31762.0,black,black,financial services remarketing (lease),45000.0,45000.0,2014-12-18 20:30:00+00:00
waukgafl7ca117999,2012,Audi,S4,Premium Plus quattro,Sedan,automatic,ca,28.0,13044.0,black,black,fratelli investment group,37800.0,35250.0,2014-12-18 20:00:00+00:00
wauygafc0cn087585,2012,Audi,A7,Premium quattro,Sedan,automatic,ca,33.0,36671.0,black,black,south bay hyundai,39300.0,40500.0,2014-12-16 20:30:00+00:00
wbalw7c59cc618669,2012,BMW,6 Series,640i,Convertible,automatic,ca,41.0,46534.0,white,black,financial services remarketing (lease),42300.0,41500.0,2015-01-15 12:30:00+00:00
wbakb8c56cc963431,2012,bmw,750li,750li,NaN,automatic,ca,34.0,24739.0,white,gray,financial services remarketing (lease),47000.0,46750.0,2014-12-18 20:30:00+00:00
wbakb8c59cc448049,2012,NaN,NaN,NaN,NaN,automatic,ca,48.0,39825.0,—,gray,financial services remarketing (lease),58100.0,58500.0,2015-01-15 12:30:00+00:00
wbaka8c59cds99963,2012,bmw,750i,750i,NaN,automatic,ca,39.0,36156.0,blue,gray,financial services remarketing (lease),34800.0,35500.0,2014-12-18 20:30:00+00:00
wbalz3c59cdl72460,2012,BMW,6 Series,650i,Convertible,automatic,ca,38.0,22845.0,white,—,financial services remarketing (lease),50000.0,52500.0,2014-12-18 20:30:00+00:00
wbakb4c5xcc575577,2012,BMW,7 Series,740Li,Sedan,automatic,ca,39.0,24576.0,black,black,financial services remarketing (lease),41800.0,40500.0,2014-12-18 20:30:00+00:00
wbakb8c58cc962863,2012,NaN,NaN,NaN,NaN,automatic,ca,49.0,35093.0,blue,tan,financial services remarketing (lease),45200.0,44500.0,2015-01-29 12:30:00+00:00
wbalw7c58cc618677,2012,BMW,6 Series,640i,Convertible,automatic,ca,41.0,51983.0,black,—,financial services remarketing (lease),41400.0,40000.0,2015-01-15 12:30:00+00:00
